id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.18118E+18,1.18118E+18,1.57045E+12,07/10/2019,20:09:46,8,852773185,alexandrajuzt,ainaâ™•,"Sekupang, Indonesia",i smell bullshit,[],[],[],0,0,0,[],[],https://twitter.com/AlexandraJuzt/status/1181179809277177856,FALSE,,0,Singapore,,,,,,"[{'user_id': '852773185', 'username': 'AlexandraJuzt'}]",,,,
1.18106E+18,1.18106E+18,1.57042E+12,07/10/2019,12:33:05,8,321535311,chistrings,My name is not Chris _Ÿ‡__Ÿ‡¬,"West Region, Singapore",The smell of rain on concrete _Ÿ___Ÿ__,[],[],[],0,0,0,[],[],https://twitter.com/ChiStrings/status/1181064882654867456,FALSE,,0,Singapore,,,,,,"[{'user_id': '321535311', 'username': 'ChiStrings'}]",,,,
1.18106E+18,1.18106E+18,1.57042E+12,07/10/2019,12:06:23,8,9.35032E+17,cloudychaes,joelle_Ÿè_â˜Åï¸è,"Central Region, Singapore",chaeyoung wrote and composed wow i can only smell talent pic.twitter.com/UBeK2Dk2Oj,[],[],['https://pbs.twimg.com/media/EGP2I0kU8AEV5nQ.jpg'],0,0,0,[],[],https://twitter.com/cloudychaes/status/1181058163514068992,FALSE,,0,Singapore,,,,,,"[{'user_id': '935031675205033984', 'username': 'cloudychaes'}]",,,,
1.18083E+18,1.18083E+18,1.57037E+12,06/10/2019,20:49:49,8,15321486,lynnyap,"Lynn Yap, Fengshui Queen SG (è‘‰ç_‰è__)(æ_•åêçï__ç_‰å_‚ï_‰","Central Region, Singapore","I ordered a durain cake from Redmart and they delivered it to my parents last week. Today, I went to taste it as mum said got no durain smell and very little durain. I tasted it and it tasted more like cheese cakeâ€_  https://www.instagram.com/p/B3RwBz2H_G1/?igshid=1kdtzsyjcwfpfÂ â€_",[],['https://www.instagram.com/p/B3RwBz2H_G1/?igshid=1kdtzsyjcwfpf'],[],0,0,2,[],[],https://twitter.com/lynnyap/status/1180827501859233792,FALSE,,0,Singapore,,,,,,"[{'user_id': '15321486', 'username': 'lynnyap'}]",,,,
1.18048E+18,1.18048E+18,1.57028E+12,05/10/2019,22:03:55,8,1632562602,mrennolhakim,Rennol,"Batu Ampar, Indonesia",Your smell is my favorite.,[],[],[],0,1,0,[],[],https://twitter.com/mrennolhakim/status/1180483760992600065,FALSE,,0,Singapore,,,,,,"[{'user_id': '1632562602', 'username': 'mrennolhakim'}]",,,,
1.18048E+18,1.18048E+18,1.57028E+12,05/10/2019,22:01:10,8,244158088,365days2play,365days2play,"Central Region, Singapore","First time at Australian cafe Cafe Milligram. The space looks inviting but the open concept cooking makes it smell a bit. My Pasta Boscaiola looked so good but actually was a bit bland. Oh well, at least my friendâ€™sâ€_  https://www.instagram.com/p/B3PTZ5tHW8a/?igshid=o0scobyrb6pvÂ â€_",[],['https://www.instagram.com/p/B3PTZ5tHW8a/?igshid=o0scobyrb6pv'],[],0,0,0,[],[],https://twitter.com/365days2play/status/1180483069137973248,FALSE,,0,Singapore,,,,,,"[{'user_id': '244158088', 'username': '365days2play'}]",,,,
1.18047E+18,1.18047E+18,1.57028E+12,05/10/2019,21:06:06,8,2746922926,wxvybaby,Louis V Leek _Ÿ‘œ,"Central Region, Singapore",This nigga wanna die I can smell this vomit already https://twitter.com/Murda_TheHost/status/1180161672595562498Â â€_,[],['https://twitter.com/Murda_TheHost/status/1180161672595562498'],[],0,0,7,[],[],https://twitter.com/wxvybaby/status/1180469209756602369,FALSE,https://twitter.com/Murda_TheHost/status/1180161672595562498,0,Singapore,,,,,,"[{'user_id': '2746922926', 'username': 'wxvybaby'}]",,,,
1.18036E+18,1.18036E+18,1.57026E+12,05/10/2019,14:01:21,8,407672592,vvvzrvl,sad bitch,"North Region, Singapore","I don't think singapore will adopt this idea cause it can pose a health risk to the public and also the unpleasant sight and smell. We all just need to teach the people not to litter, thats the main problem. https://twitter.com/GhazaleeIbr/status/1180346074583597056Â â€_",[],['https://twitter.com/GhazaleeIbr/status/1180346074583597056'],[],0,0,0,[],[],https://twitter.com/vvvzrvl/status/1180362317877264384,FALSE,https://twitter.com/GhazaleeIbr/status/1180346074583597056,0,Singapore,,,,,,"[{'user_id': '407672592', 'username': 'vvvzrvl'}]",,,,
1.17992E+18,1.17992E+18,1.57015E+12,04/10/2019,08:51:56,8,8.57144E+17,thecatmuseumsg,The Cat Museum,"Central Region, Singapore","#Supurrstar #CharlieBrown: ""Fee Fi Fo Fum, I smell stinky kittens again in the room!""Please help us buy canned food & litter...  https://www.polypet.com.sg/index.php?route=product/category&path=227_243Â â€_ Thankâ€_  https://www.instagram.com/p/B3LUSiShSzg/?igshid=vmksf2ifdk7zÂ â€_",[],"['https://www.polypet.com.sg/index.php?route=product/category&path=227_243', 'https://www.instagram.com/p/B3LUSiShSzg/?igshid=vmksf2ifdk7z']",[],0,0,0,"['#supurrstar', '#charliebrown']",[],https://twitter.com/thecatmuseumsg/status/1179922063730958336,FALSE,,0,Singapore,,,,,,"[{'user_id': '857143805501419520', 'username': 'thecatmuseumsg'}]",,,,
1.17976E+18,1.17976E+18,1.57011E+12,03/10/2019,22:14:55,8,523482975,eeaheyl,impish martian_Ÿ”°,"West Region, Singapore",The smell from Macpherson until jurong sia. Aduj _Ÿ˜ª_Ÿ_¢,['mnrhmt'],[],[],1,0,0,[],[],https://twitter.com/eeaheyl/status/1179761754269765633,FALSE,,0,Singapore,,,,,,"[{'user_id': '523482975', 'username': 'eeaheyl'}, {'user_id': '357364834', 'username': 'mnrhmt'}]",,,,
1.17971E+18,1.17971E+18,1.5701E+12,03/10/2019,19:03:10,8,2325195296,bintmohari,Øµ,"East Region, Singapore",The smell of cheese in the train welkkkk _Ÿ_¢,[],[],[],0,0,0,[],[],https://twitter.com/bintmohari/status/1179713495954116608,FALSE,,0,Singapore,,,,,,"[{'user_id': '2325195296', 'username': 'bintmohari'}]",,,,
1.1795E+18,1.1795E+18,1.57005E+12,03/10/2019,04:59:52,8,523482975,eeaheyl,impish martian_Ÿ”°,"West Region, Singapore",Do you smell it? _Ÿ‘ƒ,[],[],[],0,0,0,[],[],https://twitter.com/eeaheyl/status/1179501272237400064,FALSE,,0,Singapore,,,,,,"[{'user_id': '523482975', 'username': 'eeaheyl'}]",,,,
1.17907E+18,1.17907E+18,1.56995E+12,02/10/2019,00:44:37,8,46829093,vxhly,Ashley Raahman,"North-East Region, Singapore",i smell a rat,[],[],[],1,0,0,[],[],https://twitter.com/vxhly/status/1179074650950627328,FALSE,,0,Singapore,,,,,,"[{'user_id': '46829093', 'username': 'vxhly'}]",,,,
1.17906E+18,1.17906E+18,1.56994E+12,01/10/2019,23:26:36,8,1150624651,lullabyshaby,lullabyshaby,"Johor Bahru, Johor","Seronok beronok ronok ronok die pakai QF EDP PERFUME YG berhantu nii âœ¨EAU DE PARFUMâœ¨â_œPati Kayu Gaharu ORIGINAL dri negara Arabâ_œmore than 1300 smell/scents_ŸŒ¸â_œinspired perfume_Ÿ’‹â_œlong-lasting up to 48 hoursâè°â_œ150%â€_  https://www.instagram.com/p/B3FFr_YHIuq/?igshid=4lfwqvklwq7aÂ â€_",[],['https://www.instagram.com/p/B3FFr_YHIuq/?igshid=4lfwqvklwq7a'],[],0,0,0,[],[],https://twitter.com/lullabyshaby/status/1179055017136922624,FALSE,,0,Singapore,,,,,,"[{'user_id': '1150624651', 'username': 'lullabyshaby'}]",,,,
1.17898E+18,1.17898E+18,1.56993E+12,01/10/2019,18:33:41,8,566076331,sherminx3,Min.,"Central Region, Singapore","Wtf, someone in the mrt smell like alcohol, wtf fucking smelly, who drink in the afternoon sia wtf",[],[],[],0,0,0,[],[],https://twitter.com/sherminX3/status/1178981304227860482,FALSE,,0,Singapore,,,,,,"[{'user_id': '566076331', 'username': 'sherminX3'}]",,,,
1.17896E+18,1.17896E+18,1.56992E+12,01/10/2019,17:16:25,8,1447867652,kimmhua,SaltyOctopi_Ÿê™,"West Region, Singapore",Suddenly the office smell like cat food wtf,[],[],[],0,0,0,[],[],https://twitter.com/kimmhua/status/1178961855391268865,FALSE,,0,Singapore,,,,,,"[{'user_id': '1447867652', 'username': 'kimmhua'}]",,,,
1.17895E+18,1.17895E+18,1.56992E+12,01/10/2019,16:10:34,8,2946647542,zuzzayy,zuz,"Central Region, Singapore",You can smell arab tourists from a mile away,[],[],[],0,0,3,[],[],https://twitter.com/zuzzayy/status/1178945286447620096,FALSE,,0,Singapore,,,,,,"[{'user_id': '2946647542', 'username': 'zuzzayy'}]",,,,
1.17868E+18,1.17868E+18,1.56985E+12,30/09/2019,22:28:40,8,16344278,leenugent,Lee Nugent,"Central Region, Singapore",You can smell the fear from here. https://twitter.com/realDonaldTrump/status/1178651638313226240Â â€_,[],['https://twitter.com/realDonaldTrump/status/1178651638313226240'],[],0,0,1,[],[],https://twitter.com/LeeNugent/status/1178678050805841921,FALSE,https://twitter.com/realDonaldTrump/status/1178651638313226240,0,Singapore,,,,,,"[{'user_id': '16344278', 'username': 'LeeNugent'}]",,,,
1.17868E+18,1.17868E+18,1.56985E+12,30/09/2019,22:16:51,8,1150624651,lullabyshaby,lullabyshaby,"Johor Bahru, Johor","âœ¨EAU DE PARFUMâœ¨â_œPati Kayu Gaharu ORIGINAL dri negara Arabâ_œmore than 1300 smell/scents_ŸŒ¸â_œinspired perfume_Ÿ’‹â_œlong-lasting up to 48 hoursâè°â_œ150% quality same as original_Ÿ_‘â_œ100% customer satisfied_Ÿ_—â_œtravelâ€_  https://www.instagram.com/p/B3CdOOoHdud/?igshid=1uvl62kxc4jtvÂ â€_",[],['https://www.instagram.com/p/B3CdOOoHdud/?igshid=1uvl62kxc4jtv'],[],0,0,0,[],[],https://twitter.com/lullabyshaby/status/1178675075517562880,FALSE,,0,Singapore,,,,,,"[{'user_id': '1150624651', 'username': 'lullabyshaby'}]",,,,
1.17864E+18,1.17864E+18,1.56984E+12,30/09/2019,19:40:13,8,1150624651,lullabyshaby,lullabyshaby,"Johor Bahru, Johor","@azzaelite pon da jatuh cinta dengan QF EDP PERFUME..uols bile lagi??.âœ¨EAU DE PARFUMâœ¨â_œPati Kayu Gaharu ORIGINAL dri negara Arabâ_œmore than 1300 smell/scents_ŸŒ¸â_œinspired perfume_Ÿ’‹â_œlong-lasting up to 48 hoursâè°â_œ150%â€_  https://www.instagram.com/p/B3CLCbAn3wL/?igshid=o8erttaa2demÂ â€_",['azzaelite'],['https://www.instagram.com/p/B3CLCbAn3wL/?igshid=o8erttaa2dem'],[],0,0,0,[],[],https://twitter.com/lullabyshaby/status/1178635657809403904,FALSE,,0,Singapore,,,,,,"[{'user_id': '1150624651', 'username': 'lullabyshaby'}, {'user_id': '60788577', 'username': 'azzaelite'}]",,,,
1.17847E+18,1.17847E+18,1.56981E+12,30/09/2019,09:00:43,8,1150624651,lullabyshaby,lullabyshaby,"Johor Bahru, Johor","âœ¨EAU DE PARFUMâœ¨â_œï¸èPati Kayu Gaharu ORIGINAL dri negara Arabâ_œmore than 1300 smell/scents_ŸŒ¸â_œinspired perfume_Ÿ’‹â_œlong-lasting up to 48 hoursâè°â_œ150% quality same as original_Ÿ_‘â_œ100% customer satisfied_Ÿ_—â_œtravelâ€_  https://www.instagram.com/p/B3BBrZZnugV/?igshid=9r1nlquz591uÂ â€_",[],['https://www.instagram.com/p/B3BBrZZnugV/?igshid=9r1nlquz591u'],[],0,0,0,[],[],https://twitter.com/lullabyshaby/status/1178474720846589953,FALSE,,0,Singapore,,,,,,"[{'user_id': '1150624651', 'username': 'lullabyshaby'}]",,,,
1.17847E+18,1.17847E+18,1.5698E+12,30/09/2019,08:51:20,8,2958154524,amit3khandelwal,Amit Khandelwal,"East Region, Singapore",@NEAsg their is a very bad dirt and dust in canal. This is creating lots of mosquitoes. Bad smell. Please do something pic.twitter.com/QyjXJYlNL2,['neasg'],[],['https://pbs.twimg.com/media/EFrGWyXU4AAzXcg.jpg'],0,0,1,[],[],https://twitter.com/Amit3Khandelwal/status/1178472362284470275,FALSE,,0,Singapore,,,,,,"[{'user_id': '2958154524', 'username': 'Amit3Khandelwal'}, {'user_id': '59072662', 'username': 'NEAsg'}]",,,,
1.17845E+18,1.17845E+18,1.5698E+12,30/09/2019,07:05:02,8,1150624651,lullabyshaby,lullabyshaby,"Johor Bahru, Johor","âœ¨EAU DE PARFUMâœ¨â_œï¸èPati Kayu Gaharu ORIGINAL dri negara Arabâ_œmore than 1300 smell/scents_ŸŒ¸â_œinspired perfume_Ÿ’‹â_œlong-lasting up to 48 hoursâè°â_œ150% quality same as original_Ÿ_‘â_œ100% customer satisfied_Ÿ_—â_œtravelâ€_  https://www.instagram.com/p/B3A04JxH4ba/?igshid=mrl9g6yjvdjxÂ â€_",[],['https://www.instagram.com/p/B3A04JxH4ba/?igshid=mrl9g6yjvdjx'],[],0,0,0,[],[],https://twitter.com/lullabyshaby/status/1178445609096945664,FALSE,,0,Singapore,,,,,,"[{'user_id': '1150624651', 'username': 'lullabyshaby'}]",,,,
1.17825E+18,1.17825E+18,1.56975E+12,29/09/2019,18:07:09,8,1.04152E+18,teqaaa,_Ÿ§__Ÿè»â€çâ™€ï¸è A T E Q A_Ÿç’,"North-East Region, Singapore",can I just stay with izoraa they whole dayy_Ÿ˜__Ÿ˜_ idk why but baby smell are the best smell especially right after bila dorang baru habis mandii_Ÿ˜Œ,[],[],[],0,0,1,[],[],https://twitter.com/teqaaa/status/1178249847415029760,FALSE,,0,Singapore,,,,,,"[{'user_id': '1041517420349812736', 'username': 'teqaaa'}]",,,,
1.17794E+18,1.17794E+18,1.56968E+12,28/09/2019,21:55:36,8,20579807,mun_chong,Wong Mun Chong,"Central Region, Singapore","Chinatown closing hours and a few remaining shops still opened, can be quite spooky. There's a musky smell in the air and some echo of people chatting. Shivers. #onmyphotowalk @ Chinatownâ€_  https://www.instagram.com/p/B29RNKJHDfi6nJdlIBMByrmX3jXPnPSplVmjVE0/?igshid=10s8l1k0v4ueqÂ â€_",[],['https://www.instagram.com/p/B29RNKJHDfi6nJdlIBMByrmX3jXPnPSplVmjVE0/?igshid=10s8l1k0v4ueq'],[],0,0,0,['#onmyphotowalk'],[],https://twitter.com/mun_chong/status/1177944950563950592,FALSE,,0,Singapore,,,,,,"[{'user_id': '20579807', 'username': 'mun_chong'}]",,,,
1.17764E+18,1.17764E+18,1.56961E+12,28/09/2019,01:29:07,8,9.51474E+17,kihyuniform,j,"West Region, Singapore",kihyunâ€™s dark amber & ginger lily really doesnâ€™t disappoint. i showered and i can still smell it on my wrists,[],[],[],0,0,0,[],[],https://twitter.com/kihyuniform/status/1177636299156574210,FALSE,,0,Singapore,,,,,,"[{'user_id': '951474038148186112', 'username': 'kihyuniform'}]",,,,
1.17763E+18,1.17763E+18,1.5696E+12,28/09/2019,01:01:13,8,8.74341E+17,shesalrdydead,_ŸŒ»_ŸŒ™,"East Region, Singapore",LOL my mom asked why I smelled when I gt home... Iâ€™m like huh? Smell? She motioned to smoking... HAHAHAHA i had to lie... say that I wasnâ€™t smoking. I sat beside my friend who was smoking or imma get smacked,[],[],[],0,0,2,[],[],https://twitter.com/shesalrdydead/status/1177629276125847552,FALSE,,0,Singapore,,,,,,"[{'user_id': '874341026227298304', 'username': 'shesalrdydead'}]",,,,
1.1776E+18,1.1776E+18,1.5696E+12,27/09/2019,23:12:58,8,293857573,celineeeeteo,_ŸŒ¿_ù’¸_ù‘’_ù“Å_ù’__ù“ƒ_ù‘’ _ŸŒ¿,"Central Region, Singapore",bro idw to bathe i smell damn nice w this perfume alr HAHAHA FK,[],[],[],0,0,0,[],[],https://twitter.com/CelineeeeTeo/status/1177602035119616000,FALSE,,0,Singapore,,,,,,"[{'user_id': '293857573', 'username': 'CelineeeeTeo'}]",,,,
1.17726E+18,1.17726E+18,1.56952E+12,27/09/2019,00:32:37,8,990682742,pucellex,Pucellex,"Pulai, Johor",I smell you baby,[],[],[],0,0,0,[],[],https://twitter.com/pucellex/status/1177259692201934850,FALSE,,0,Singapore,,,,,,"[{'user_id': '990682742', 'username': 'pucellex'}]",,,,
1.17709E+18,1.17709E+18,1.56948E+12,26/09/2019,13:34:38,8,26797204,9d9m,Adam-Francis,"North Region, Singapore","I notice that some of the Asians doesn't like the smell of an essential oils compare to their Western counterparts?For an example, the use of peppermint, lavender, onGuard etc.. may be pleasing to you, but a nightmare to your acquaintances. _Ÿ_·_Ÿè_â€çâ™‚ï¸è_Ÿ_”",[],[],[],1,0,1,[],[],https://twitter.com/9d9m/status/1177094106004111360,FALSE,,0,Singapore,,,,,,"[{'user_id': '26797204', 'username': '9d9m'}]",,,,
1.17697E+18,1.17697E+18,1.56945E+12,26/09/2019,05:13:48,8,1.16954E+18,roarsandhisses,snakes and lions,"East Region, Singapore",I smell green mix of yellow today it was earthy and also sour,[],[],[],1,0,1,[],[],https://twitter.com/roarsandhisses/status/1176968067508629504,FALSE,,0,Singapore,,,,,,"[{'user_id': '1169535732433604608', 'username': 'roarsandhisses'}]",,,,
1.17675E+18,1.17675E+18,1.56939E+12,25/09/2019,14:49:13,8,931400113,6gl0x,à_ºmà_»,"East Region, Singapore",buTO SMELL LIKE _Ÿ§_,[],[],[],0,0,0,[],[],https://twitter.com/6GL0X/status/1176750485782458370,FALSE,,0,Singapore,,,,,,"[{'user_id': '931400113', 'username': '6GL0X'}]",,,,
1.17674E+18,1.17673E+18,1.56939E+12,25/09/2019,14:26:24,8,188347682,shunfu21,Singaporean math tutor,"North-East Region, Singapore","Before u ask client B can adjust on her side or not.If u just anyhow ask, u will get messed up the order and waste people time, which client can smell u are not doing things properly.So u have to be assertive. U need client A to confirm her request and may need to ask her",[],[],[],1,0,0,[],[],https://twitter.com/Shunfu21/status/1176744744765911040,FALSE,,0,Singapore,,,,,,"[{'user_id': '188347682', 'username': 'Shunfu21'}]",,,,
1.17672E+18,1.17672E+18,1.56939E+12,25/09/2019,12:59:47,8,1.01376E+18,ijjatsyahmi,catchl1ghts,"Central Region, Singapore","the smell of petrichor again after so long.......Ø§Ù„Ù„Ù‡Ù… ØµÙ_Ø¨Ø§ Ù†Ø§ ÙÅØ_Ø§after so long _Ÿ˜_ pic.twitter.com/kk2RDDnalD",[],[],['https://pbs.twimg.com/media/EFSPRfhU0AIHqnm.jpg'],0,4,17,[],[],https://twitter.com/ijjatsyahmi/status/1176722945537798144,FALSE,,0,Singapore,,,,,,"[{'user_id': '1013755194629238785', 'username': 'ijjatsyahmi'}]",,,,
1.17655E+18,1.17655E+18,1.56935E+12,25/09/2019,01:20:19,8,166557901,astr0ducks,Umar Khidhir,"North Region, Singapore",Decided to burn my candle cause my room smell like sweat. But I canâ€™t put it on my mirror desk cause Iâ€™m scared and I canâ€™t put it on my shelf cause thereâ€™s a pic of me there and Iâ€™m not dead yet. Send help,[],[],[],1,1,1,[],[],https://twitter.com/astr0ducks/status/1176546920728166400,FALSE,,0,Singapore,,,,,,"[{'user_id': '166557901', 'username': 'astr0ducks'}]",,,,
1.17632E+18,1.17632E+18,1.56929E+12,24/09/2019,10:08:16,8,1912864987,arun_santai2,_ù“ê_ù“»_ù“__ù“·_ù“«_ù“__ù“´_ù“®_ù“»_ù“«_ù“¸_ù”‚,"West Region, Singapore","This Myanmar guy sitting beside me, I think he ate pakku or something. Cannot tahan the smell eh",[],[],[],0,0,1,[],[],https://twitter.com/Arun_santai2/status/1176317395503239168,FALSE,,0,Singapore,,,,,,"[{'user_id': '1912864987', 'username': 'Arun_santai2'}]",,,,
1.17616E+18,1.17616E+18,1.56925E+12,23/09/2019,23:54:30,8,2328717468,kaedenuwu,_ù’Œ_ù’‚_ù’†_ù’…_ù’†_ù’è âù„ï¸è,"West Region, Singapore",My dumbass spilled beer on my shorts just now and now they smell like stale beer,[],[],[],0,0,0,[],[],https://twitter.com/kaedenuwu/status/1176162937095901184,FALSE,,0,Singapore,,,,,,"[{'user_id': '2328717468', 'username': 'kaedenuwu'}]",,,,
1.176E+18,1.176E+18,1.56922E+12,23/09/2019,13:25:35,8,1.06168E+18,c4ramelmilktea,_ŸŒ»,"West Region, Singapore",& that is why i'm wearing guy's perfume rn HAHAHAHA krik krik no one knows this _Ÿ˜‚ most probably bc the smell is sweet _Ÿ_ª https://twitter.com/_sshazzyy/status/1175786279444697088Â â€_,[],['https://twitter.com/_sshazzyy/status/1175786279444697088'],[],0,2,0,[],[],https://twitter.com/c4ramelmilktea/status/1176004663969112064,FALSE,https://twitter.com/_sshazzyy/status/1175786279444697088,0,Singapore,,,,,,"[{'user_id': '1061676257589452800', 'username': 'c4ramelmilktea'}]",,,,
1.176E+18,1.176E+18,1.56921E+12,23/09/2019,12:56:40,8,7.36889E+17,_rasidy,dyy,"North-East Region, Singapore",I smell u everywhere,[],[],[],0,0,0,[],[],https://twitter.com/_rasidy/status/1175997385018724352,FALSE,,0,Singapore,,,,,,"[{'user_id': '736889117829533697', 'username': '_rasidy'}]",,,,
1.17587E+18,1.17587E+18,1.56918E+12,23/09/2019,04:37:38,8,7.82202E+17,hoonseunie,"dh4n,,","Central Region, Singapore","daisy if I close my eyes and count to ten it feels like you'll be here, your smell tickles my nose",[],[],[],0,0,0,[],[],https://twitter.com/hoonseunie/status/1175871802431561728,FALSE,,0,Singapore,,,,,,"[{'user_id': '782201760760762372', 'username': 'hoonseunie'}]",,,,
1.17584E+18,1.17584E+18,1.56918E+12,23/09/2019,02:13:39,8,3247992626,ucallmediino,_ù““,"East Region, Singapore",let me keep whatever that belongs to you . I still wanna smell u,[],[],[],0,0,0,[],[],https://twitter.com/ucallmediino/status/1175835564429340672,FALSE,,0,Singapore,,,,,,"[{'user_id': '3247992626', 'username': 'ucallmediino'}]",,,,
