index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place,loc_pretrained,sentiment_scores
serai,0.00636284239590168,-0.8879719972610474,-0.4481475055217743,0.15478560328483582,-0.7235152721405029,0.4935522377490997,-0.6037262678146362,0.12051373720169067,0.7504835724830627,-0.39801472425460815,-0.7285409569740295,-0.7951818108558655,-0.18868474662303925,-0.3999676704406738,-0.16431903839111328,1.7070174217224119,0.012116829864680769,0.3165268301963806,-2.284417629241944,0.8208096027374268,1.1624736785888672,-1.036831617355347,-0.4363898038864136,-1.0255520343780518,-0.7592663168907166,-0.7584944367408752,-0.3767394125461577,-1.2066650390625,-0.25942859053611755,-0.03944061324000359,0.5551521182060242,-0.4239669740200043,-0.8320233225822449,-0.437174916267395,0.590674102306366,0.08462938666343689,-0.7096830010414124,-0.9952312111854552,1.3312344551086426,0.11869893968105315,-0.2390024960041046,-0.7029726505279541,0.19152501225471494,0.624495804309845,0.02299819141626358,0.15332859754562378,-0.02467605285346508,-0.006853671744465828,0.9654756784439088,-0.4481861293315888,1232809049327988736,"idk how many ppl ive annoyed with the smell of my serai wangi 

its still better than bad breath  bau ketiak hamis ",bau ketiak,"North Region, Singapore",,-0.5574
bunk,-0.5966235399246216,-0.6855372190475464,0.21624580025672915,0.12669110298156738,0.4773297309875488,-0.7236922383308411,0.09832563996315002,-0.6966856122016907,-0.08326712250709534,-0.3322033286094665,0.3785161077976227,0.5041728019714355,-1.7403024435043335,0.24824008345603946,0.18356849253177646,-0.4333847165107727,0.08165590465068817,-0.2115086019039154,-1.3085975646972656,0.1908508539199829,0.05627608671784401,0.2340192645788193,-0.014910658821463585,-0.5139041543006897,-0.2765415608882904,1.2161296606063845,-0.3175250887870789,-0.5559758543968201,-0.4666410982608795,0.3003295660018921,-0.04789380356669426,0.8784894943237305,1.41639244556427,-0.27241867780685425,-1.0555503368377686,-0.7970157861709595,0.7445965409278871,0.015363260172307491,0.8136215209960938,0.08363959193229675,0.3006107211112976,1.1740986108779907,-0.4648478329181671,-0.5378619432449341,0.688805878162384,0.7793080806732178,0.986313819885254,0.9969817399978638,0.4734737873077393,-0.1519165337085724,1232704604686520320,why does my bunk smell so fucking bad holy shit,,"East Region, Singapore",,-0.8375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232538733229903874,i smell chilli crab ughhhh craving,,"West Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231876270499123200,"its overflowing yummy 
smell nice 
 small happy 
  singapore https www instagram compb88evq3nz1f igshid 1tvglv1o5u3p",,"Central Region, Singapore",,0.872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231759953490145281,some heteros really dont care about how they look and smell ,,"Central Region, Singapore",,-0.4416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231748205928255498,isnt it more hygienic to do so like then got less smell and all ,,"Central Region, Singapore",,0.5009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231503515912028162,seronok seronok jugak tapi ibarat mcm aku jual name sendiri oh i hate this part satisfied now smell later perks of working in front line  https twitter comqianxingstatus1231109125318176768,,"North-East Region, Singapore",,-0.2263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231466448968511488,u see my layout we smell a bio chain,,"Central Region, Singapore",,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230881021165371393,"babe i always notice whenever we meet ur hair is still wet and u always smell so good

the unnoticeable things like this always make me awww",,"Central Region, Singapore",,0.7384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230713707203678208,my office has a load of fanta smelling hand sanitizer how am i supposed to feel clean if my hands smell of artificial oranges ,,"Central Region, Singapore",,0.7096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230415984613191680,can you smell it pic twitter comcamwzllscn,,"Central Region, Singapore",,0.0
wifts,-0.007537843659520148,0.01126476749777794,0.00028653113986365497,-0.008652941323816776,-0.0010090252617374065,-0.009383954107761385,0.0005177842685952784,0.005324697587639093,0.0055359285324811935,-0.005412321537733078,-0.0024167664814740424,0.0024418891407549377,-0.01316495519131422,-0.003777905134484172,0.0082822535187006,0.004715361632406712,0.0014028506120666864,-0.003982311580330133,0.006120175123214722,0.002731837099418044,0.002616636222228408,0.0050127170979976645,-0.009191068820655346,0.004581101704388857,-0.0045606717467308044,0.006711335852742195,-0.007350333034992219,-0.0019035608274862172,0.003874322399497032,-0.0026755565777421,0.009103329852223395,0.008308379910886288,0.0018553937552496789,0.004766250029206276,-0.009607001207768915,0.003439932130277157,0.005454369820654392,0.006031491328030825,0.005361645482480526,0.007360640913248062,0.005460092332214117,0.001341851893812418,0.007912476547062397,-0.003498509293422103,0.007379072718322276,-0.0054584620520472535,-0.00132215884514153,-0.004916658159345388,-0.007002845872193575,-0.005275058560073376,1230263504545906689,same attraction yes same angle probably not and the smell of friday wifts ever closer towards us  https www instagram compb8xa7thbdy2 igshid 1tt8dxc00lm97,,"Central Region, Singapore",,0.6908
distinctive,-0.5390316843986511,-0.4224057793617249,0.12356916069984435,0.8843284845352173,1.0828167200088499,-0.04197603091597557,0.18959859013557434,-1.0522017478942869,-0.9589927792549132,-0.6501410603523254,-0.4186644852161408,0.1084296852350235,-0.6084994673728943,-0.22212232649326324,0.8019121885299683,-0.02860638126730919,1.062923789024353,0.14237254858016968,0.1744571179151535,-0.13096117973327634,-0.3471081256866455,-0.2405950129032135,-0.1454634964466095,-0.3401561677455902,-0.8656765222549438,1.4043408632278442,-0.2454728037118912,1.0272822380065918,-0.041081495583057404,-0.4614956974983215,0.588750422000885,0.4126429855823517,0.8547543287277222,-0.8573544025421143,0.8676211833953857,-0.008745958097279072,-0.5042882561683655,-0.523643434047699,0.4112845957279205,-0.2949328124523163,0.7169426679611206,0.3219549059867859,-0.06495750695466995,0.0448707677423954,-0.32912594079971313,-0.6296210289001465,0.91708242893219,0.08168129622936249,-0.21135172247886655,-0.3901802897453308,1230085398308642816,amk hub has a distinctive smell leh its not bad its just everywhere ,,"North-East Region, Singapore",,0.431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229983525727719424,this costs a bomb but at least im gonna smell bomb ,,"West Region, Singapore",,-0.7506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229913867691556866,can ppl please cover their mouths when they yawn i can smell what they had for last nights dinner ,,"North Region, Singapore",,0.3182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229234908633030656,thinking about getting a chanel perfume but why i dont like the smell ,,"East Region, Singapore",,-0.395
my,-0.3013800084590912,-0.1401599943637848,0.10571999847888948,0.44457000494003296,-0.22762000560760495,-0.1537500023841858,1.3121000528335571,0.15415999293327332,-0.04851000010967255,-0.07797300070524216,-0.6193400025367737,0.3705500066280365,-6.118000030517577,-0.1647299975156784,-0.773389995098114,-0.243819996714592,0.4237399995326996,-0.19056999683380127,-1.1576000452041626,0.09939800202846527,-0.3822700083255768,0.8777899742126465,0.01657699979841709,0.4884999990463257,-0.5432000160217285,0.08456700295209885,0.1203100010752678,-0.08123700320720673,0.7149199843406677,-0.0019020000472664835,-1.33270001411438,-0.09614799916744232,-0.2853100001811981,-0.3710800111293793,0.02674200013279915,0.01941799931228161,0.3210900127887726,0.6423199772834778,-0.008264499716460705,0.4996800124645233,-1.2450000047683716,0.022040000185370445,-0.2521600127220154,-0.14952999353408813,0.302839994430542,-0.1516299992799759,0.8082500100135803,-0.2631599903106689,0.6167299747467041,0.42083001136779785,1229172632945213440,i dont know why but this rishi guy doesnt pass my smell test will wait and watch before celebrating have a feeling he will lecture us soon on secularism https twitter comsgurumurthystatus1229124007754072074,,"East Region, Singapore",,0.7783
ship,-0.6805034279823303,0.38758450746536255,-0.3620481491088867,0.7484759092330933,-0.6833980083465576,-1.1054015159606934,0.7979468703269958,0.09397540241479874,1.3877180814743042,-0.4902754724025726,0.5574408173561096,-0.0882037803530693,-3.326833248138428,-0.26553818583488464,-0.07625216245651245,0.4168220460414887,-0.0897502675652504,-0.2317642420530319,-0.32332953810691833,-0.2052690833806992,1.1894910335540771,-0.4658285677433014,1.0201828479766846,-0.2906889915466309,-0.3153091371059418,0.8129144906997681,-0.6170103549957275,0.20534639060497284,0.6948527097702026,0.40040865540504456,-0.13754934072494507,-0.2220469266176224,0.32116737961769104,-0.5515726208686829,0.10977086424827576,-0.9371860027313232,0.1927665174007416,-0.3660123944282532,-0.1550256907939911,-0.5682119131088257,-0.6981906890869141,-0.7947348356246948,0.32697319984436035,-0.5024875402450562,-0.31670016050338745,0.4241412580013275,-0.031423401087522514,-0.18484659492969516,0.2348307967185974,0.1576630473136902,1229074847231168513,why does this ship smell like kambing ,,"West Region, Singapore",,0.3612
