index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,id,processed_tweets,LOC,place,loc_pretrained
serai,0.00636284239590168,-0.8879719972610474,-0.4481475055217743,0.15478560328483582,-0.7235152721405029,0.49355223774909973,-0.6037262678146362,0.12051373720169067,0.7504835724830627,-0.39801472425460815,-0.7285409569740295,-0.7951818108558655,-0.18868474662303925,-0.39996767044067383,-0.16431903839111328,1.707017421722412,0.012116829864680767,0.3165268301963806,-2.2844176292419434,0.8208096027374268,1.1624736785888672,-1.0368316173553467,-0.4363898038864136,-1.0255520343780518,-0.7592663168907166,-0.7584944367408752,-0.37673941254615784,-1.2066650390625,-0.25942859053611755,-0.039440613240003586,0.5551521182060242,-0.4239669740200043,-0.8320233225822449,-0.437174916267395,0.590674102306366,0.08462938666343689,-0.7096830010414124,-0.9952312111854553,1.3312344551086426,0.11869893968105316,-0.23900249600410461,-0.7029726505279541,0.19152501225471497,0.624495804309845,0.02299819141626358,0.15332859754562378,-0.02467605285346508,-0.006853671744465828,0.9654756784439087,-0.44818612933158875,1232809049327988736,"idk how many ppl ive annoyed with the smell of my serai wangi 

its still better than bad breath  bau ketiak hamis ",bau ketiak,"North Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228185541251780610,"its smoked duck linguine for lunch today  smell curry hit i couldnt cook curry  
  tampines https www instagram compb8ip 0xnbgjr7tsrsi3 crcwhxlfudyhqer bk0 igshid qu9309gwh796",tampines,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227216071238639617,"entered the van and i keep telling him why smell of food 
he step tk faham what i was talking abt saying maybe i hunghry tts y i smell food dlm van dia 
tau2 bila sampai carpark he kluarkan my fav tom yum ban mian 
kemain lagi dah pandai nk surprise2 kan kita ",tau2 bila,"West Region, Singapore",
would,0.12778650224208832,0.560591459274292,-0.11640311032533646,-0.312593549489975,-0.2033957690000534,-0.4458228349685669,0.6980381011962891,0.29174497723579407,0.1624196320772171,0.16891580820083618,0.2637055516242981,-0.04842587560415268,-6.951496601104736,-0.38789835572242737,0.24203060567378998,0.41994035243988037,-0.13673633337020874,-0.21181891858577728,-0.20349951088428497,-0.11542683839797974,0.800054132938385,-0.10438495874404907,0.3740265965461731,0.5513344407081604,0.14425183832645416,0.7733240723609924,0.13715998828411102,0.22831888496875763,0.611929178237915,-0.10798416286706924,0.3594713807106018,0.721479594707489,0.19607587158679962,0.02188172936439514,0.22789619863033295,0.3030879497528076,0.1351035088300705,-0.23674260079860687,0.26421627402305603,0.5034670233726501,-0.22308103740215302,-0.5287891626358032,0.19220244884490967,-0.14288118481636047,0.4468555748462677,-0.9233052730560303,0.5625807046890259,-0.13482099771499634,-0.5313871502876282,-0.35493412613868713,1222429559305445376,one final shower and blowdry by the petstore auntie so that i would smell fresh and clean before mommy  daddy could bring me home that day   pet movers https www instagram compb75wdgbpgxt igshid 57er6tghqzwo,pet movers,"East Region, Singapore",
good,0.6174265146255493,-0.0656389594078064,0.13961118459701538,-0.10558517277240753,0.15190237760543823,1.0063523054122925,1.7383352518081665,0.2890229821205139,-0.5824649333953857,0.42763611674308777,-0.9491551518440247,0.28854265809059143,-7.562199115753174,-0.1276523768901825,-0.08367177098989487,0.10546723008155823,0.6745840311050415,-0.6843307614326477,-1.1967869997024536,-0.007128774654120207,-0.5620872974395752,0.09910620748996735,-0.18206103146076202,0.7687273621559143,0.21494466066360474,1.1112169027328491,0.22843237221240997,-0.07073123008012772,1.036605715751648,-0.4937174916267395,-0.31443414092063904,0.5724837183952332,-0.1783447116613388,0.2486650049686432,0.313705712556839,0.687915027141571,-0.21406948566436768,0.19959542155265808,0.2653294801712036,1.2806310653686523,-1.7184756994247437,-0.21662332117557526,0.7068919539451599,0.2991188168525696,0.43778693675994873,0.29231464862823486,0.2955341339111328,-0.08022983372211456,-0.30658769607543945,0.19317054748535156,1222094185710399493,dem flowers yah smell like some good kush  flower dome in singapore https www swarmapp comc6603gvlay4u,flower dome,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218539814556823553,had hotpot before my flight now i smell like mala  crab  pork belly im sorry person who has to sit next to me at our flight later ,crab,"East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216432861533704193,actually to me it doesnt smell that much  maybe im a weird caucasian with eastern taste buds lol ,maybe im a weird caucasian with eastern taste buds,"Central Region, Singapore",
no,0.37272000312805176,0.2027900069952011,0.053700000047683716,0.3299899995326996,-0.13065999746322632,0.19181999564170837,0.6456999778747559,0.6459299921989441,0.8151199817657471,-0.7524399757385254,0.15579000115394592,-0.6337100267410278,-4.251999855041504,-0.18803000450134277,-0.06071700155735016,0.0926399976015091,-0.17079000174999237,-0.19315999746322632,1.0575000047683716,-0.7616599798202515,0.10429999977350235,0.6438599824905396,0.7518399953842163,0.6412500143051147,-0.22271999716758728,-3.223099946975708,0.482589989900589,-0.37567999958992004,0.17236000299453735,-0.618179976940155,-0.2067600041627884,0.39851000905036926,1.12090003490448,-0.004718400072306395,-0.4479300081729889,0.30246999859809875,-0.6141999959945679,-0.12197999656200409,-1.2144999504089355,0.547469973564148,-2.197700023651123,0.8562899827957153,0.8752999901771545,-0.3835799992084503,0.17813000082969666,-0.3025600016117096,0.6627600193023682,1.0098999738693237,-0.0744279995560646,-0.7056699991226196,1216302652797149184,mum gave me this durian nicely packed no smell but when you open it wah   first centre office https www instagram compb7n0rtah8 o igshid 3jq7lc87lvns,first centre,"North-East Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215632396038606849,"cant wait to smell 

pretty much the only world that i can afford   jurong east singapore https www instagram compb7jdelqgx0l igshid y787t55gmzji",jurong east,"West Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209647733897924609,loving the smell of spices this morning tosai here i come  little india https www instagram compb6eh9qgby9  igshid 1n6wh844ta2m2,little india,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206851883643457537,"take time to smell the daisies  my favorite flower along with sunflowers 
   https www instagram compb6kqjsdbllw igshid j6xdrmq8pm72",sunflowers,"Central Region, Singapore",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203188724605083648,"i really have missed trails its after such a long time i get to smell the trees muds air love it 
 
  pulau ubin singapore https www instagram compb5wovi3he8q igshid w04yh9hcyf1t",pulau ubin,"East Region, Singapore",
