id,date,time,timezone,user_id,tweet,mentions,urls,hashtags,place,photos,hashtags,near,tweets_tokens,word_only_tokens,processed_tweets,all_triggers,potential_locations
1.23E+18,27/02/2020,17:43:39,8,7.80E+17,Survived a 40 mins train ride next to a lady holding on to a large large bag of corriander and itÌ¢åÛåªs corriander smell. I like corriander.,[],[],[],,[],[],Singapore,"['Survived', 'a', '40', 'mins', 'train', 'ride', 'next', 'to', 'a', 'lady', 'holding', 'on', 'to', 'a', 'large', 'large', 'bag', 'of', 'corriander', 'and', 'itÌ¢', '\x80', '\x99', 's', 'corriander', 'smell', '.', 'I', 'like', 'corriander', '.']","['Survived', 'a', '40', 'mins', 'train', 'ride', 'next', 'to', 'a', 'lady', 'holding', 'on', 'to', 'a', 'large', 'large', 'bag', 'of', 'corriander', 'and', 'itÌ¢', 's', 'corriander', 'smell', 'I', 'like', 'corriander']",survived a 40 mins train ride next to a lady holding on to a large large bag of corriander and its corriander smell i like corriander ,corriander,
1.23E+18,27/02/2020,16:45:32,8,1602271182,"in terms of smell-to-taste, i think 7E's coffee is the most consistent. What you smell is what you taste. Latte lah. Pergi cafe mahal kdg2 bau mahal tapi bila taste tak sesedap bau Ì¡åÙåªå_",[],[],[],,[],[],Singapore,"['in', 'terms', 'of', 'smell-to-taste', ',', 'i', 'think', '7E', ""'"", 's', 'coffee', 'is', 'the', 'most', 'consistent', '.', 'What', 'you', 'smell', 'is', 'what', 'you', 'taste', '.', 'Latte', 'lah', '.', 'Pergi', 'cafe', 'mahal', 'kdg', '2', 'bau', 'mahal', 'tapi', 'bila', 'taste', 'tak', 'sesedap', 'bau', 'Ì¡', '\x9f', '\x99', '\x8a']","['in', 'terms', 'of', 'smell', 'to', 'taste', 'i', 'think', '7E', 's', 'coffee', 'is', 'the', 'most', 'consistent', 'What', 'you', 'smell', 'is', 'what', 'you', 'taste', 'Latte', 'lah', 'Pergi', 'cafe', 'mahal', 'kdg2', 'bau', 'mahal', 'tapi', 'bila', 'taste', 'tak', 'sesedap', 'bau', 'Ì¡']",in terms of smell to taste i think 7es coffee is the most consistent what you smell is what you taste latte lah pergi cafe mahal kdg2 bau mahal tapi bila taste tak sesedap bau ,,
1.23E+18,27/02/2020,16:25:46,8,2384629896,"Ì¢åÛåÏThe thing about bad boys turned good boys is that weÌ¢åÛåªve been through it ALL. And we can smell bullshit miles away, but a good thing being humble goes a long way. So we pretend to not know and go with the flow.Ì¢åÛåù Ì¡åÙå_åÒ",[],[],[],,[],[],Singapore,"['Ì¢', '\x80', '\x9c', 'The', 'thing', 'about', 'bad', 'boys', 'turned', 'good', 'boys', 'is', 'that', 'weÌ¢', '\x80', '\x99', 've', 'been', 'through', 'it', 'ALL', '.', 'And', 'we', 'can', 'smell', 'bullshit', 'miles', 'away', ',', 'but', 'a', 'good', 'thing', 'being', 'humble', 'goes', 'a', 'long', 'way', '.', 'So', 'we', 'pretend', 'to', 'not', 'know', 'and', 'go', 'with', 'the', 'flow', '.', 'Ì¢', '\x80', '\x9d', 'Ì¡', '\x9f', 'å_', '\x93']","['Ì¢', 'The', 'thing', 'about', 'bad', 'boys', 'turned', 'good', 'boys', 'is', 'that', 'weÌ¢', 've', 'been', 'through', 'it', 'ALL', 'And', 'we', 'can', 'smell', 'bullshit', 'miles', 'away', 'but', 'a', 'good', 'thing', 'being', 'humble', 'goes', 'a', 'long', 'way', 'So', 'we', 'pretend', 'to', 'not', 'know', 'and', 'go', 'with', 'the', 'flow', 'Ì¢', 'Ì¡']",the thing about bad boys turned good boys is that weve been through it all and we can smell bullshit miles away but a good thing being humble goes a long way so we pretend to not know and go with the flow  ,,
1.23E+18,27/02/2020,15:28:30,8,1.14E+18,HOW ARE YOU WEARING A MASK AND I CAN STILL SMELL YOUR STINKY ASS BREATH,[],[],[],,[],[],Singapore,"['HOW', 'ARE', 'YOU', 'WEARING', 'A', 'MASK', 'AND', 'I', 'CAN', 'STILL', 'SMELL', 'YOUR', 'STINKY', 'ASS', 'BREATH']","['HOW', 'ARE', 'YOU', 'WEARING', 'A', 'MASK', 'AND', 'I', 'CAN', 'STILL', 'SMELL', 'YOUR', 'STINKY', 'ASS', 'BREATH']",how are you wearing a mask and i can still smell your stinky ass breath,,
1.23E+18,27/02/2020,14:56:35,8,384445949,ItÌ¢åÛåªs supposed to smell...fruity? I dunno I just chuck her duck treats in but sheÌ¢åÛåªs a bit blur sometimes,['sarahcoldheart'],[],[],,[],[],Singapore,"['ItÌ¢', '\x80', '\x99', 's', 'supposed', 'to', 'smell', '...', 'fruity', '?', 'I', 'dunno', 'I', 'just', 'chuck', 'her', 'duck', 'treats', 'in', 'but', 'sheÌ¢', '\x80', '\x99', 's', 'a', 'bit', 'blur', 'sometimes']","['ItÌ¢', 's', 'supposed', 'to', 'smell', 'fruity', 'I', 'dunno', 'I', 'just', 'chuck', 'her', 'duck', 'treats', 'in', 'but', 'sheÌ¢', 's', 'a', 'bit', 'blur', 'sometimes']",its supposed to smell fruity i dunno i just chuck her duck treats in but shes a bit blur sometimes,,
1.23E+18,27/02/2020,14:43:34,8,633757996,the smell of thinner is fucking me up bruh....,[],[],[],,[],[],Singapore,"['the', 'smell', 'of', 'thinner', 'is', 'fucking', 'me', 'up', 'bruh', '...']","['the', 'smell', 'of', 'thinner', 'is', 'fucking', 'me', 'up', 'bruh']",the smell of thinner is fucking me up bruh ,thinner,
1.23E+18,27/02/2020,13:39:33,8,370671925,The second mv for on... i smell a storyline...,[],[],[],,[],[],Singapore,"['The', 'second', 'mv', 'for', 'on', '...', 'i', 'smell', 'a', 'storyline', '...']","['The', 'second', 'mv', 'for', 'on', 'i', 'smell', 'a', 'storyline']",the second mv for on i smell a storyline ,,
1.23E+18,27/02/2020,11:46:30,8,3310337822,Someone is playing That Daoko Anime song on the piano at school. I smell weeb w,[],[],[],,[],[],Singapore,"['Someone', 'is', 'playing', 'That', 'Daoko', 'Anime', 'song', 'on', 'the', 'piano', 'at', 'school', '.', 'I', 'smell', 'weeb', 'w']","['Someone', 'is', 'playing', 'That', 'Daoko', 'Anime', 'song', 'on', 'the', 'piano', 'at', 'school', 'I', 'smell', 'weeb', 'w']",someone is playing that daoko anime song on the piano at school i smell weeb w,,
1.23E+18,27/02/2020,10:00:05,8,206115099,You will smell your pot being burnt.,"['medicalhacked', 'unreveaisecrets']",[],[],,[],[],Singapore,"['You', 'will', 'smell', 'your', 'pot', 'being', 'burnt', '.']","['You', 'will', 'smell', 'your', 'pot', 'being', 'burnt']",you will smell your pot being burnt ,,
1.23E+18,27/02/2020,09:19:48,8,1.07E+18,"I love the smell of the womanÌ¢åÛåªs toilet in the morning. Bau shampoo, perfume lah.",[],[],[],,[],[],Singapore,"['I', 'love', 'the', 'smell', 'of', 'the', 'womanÌ¢', '\x80', '\x99', 's', 'toilet', 'in', 'the', 'morning', '.', 'Bau', 'shampoo', ',', 'perfume', 'lah', '.']","['I', 'love', 'the', 'smell', 'of', 'the', 'womanÌ¢', 's', 'toilet', 'in', 'the', 'morning', 'Bau', 'shampoo', 'perfume', 'lah']",i love the smell of the womans toilet in the morning bau shampoo perfume lah ,womans,
1.23E+18,27/02/2020,07:25:56,8,2325195296,"Idk how many ppl IÌ¢åÛåªve annoyed with the smell of my serai wangi Ì¡åÙå÷å Ì¡åÙåªå_ItÌ¢åÛåªs still better than bad breath / bau ketiak hamis.",[],[],[],"North Region, Singapore",[],[],Singapore,"['Idk', 'how', 'many', 'ppl', 'IÌ¢', '\x80', '\x99', 've', 'annoyed', 'with', 'the', 'smell', 'of', 'my', 'serai', 'wangi', 'Ì¡', '\x9f', '\x98', '\x86', 'Ì¡', '\x9f', '\x99', '\x8a', 'ItÌ¢', '\x80', '\x99', 's', 'still', 'better', 'than', 'bad', 'breath', '/', 'bau', 'ketiak', 'hamis', '.']","['Idk', 'how', 'many', 'ppl', 'IÌ¢', 've', 'annoyed', 'with', 'the', 'smell', 'of', 'my', 'serai', 'wangi', 'Ì¡', 'Ì¡', 'ItÌ¢', 's', 'still', 'better', 'than', 'bad', 'breath', 'bau', 'ketiak', 'hamis']","idk how many ppl ive annoyed with the smell of my serai wangi its still better than bad breath  bau ketiak hamis ",serai,
1.23E+18,27/02/2020,06:58:04,8,376896591,14mins to reach my workplace. I buay tahan already with the full blast aircon and closed windows. I probably smell like an ashtray.,[],[],[],,[],[],Singapore,"['14mins', 'to', 'reach', 'my', 'workplace', '.', 'I', 'buay', 'tahan', 'already', 'with', 'the', 'full', 'blast', 'aircon', 'and', 'closed', 'windows', '.', 'I', 'probably', 'smell', 'like', 'an', 'ashtray', '.']","['14mins', 'to', 'reach', 'my', 'workplace', 'I', 'buay', 'tahan', 'already', 'with', 'the', 'full', 'blast', 'aircon', 'and', 'closed', 'windows', 'I', 'probably', 'smell', 'like', 'an', 'ashtray']",14mins to reach my workplace i buay tahan already with the full blast aircon and closed windows i probably smell like an ashtray ,ashtray,
1.23E+18,27/02/2020,06:53:46,8,376896591,The smell of cigarette in the car is sooooo strong its making me nauseous. What a start of the day.,[],[],[],,[],[],Singapore,"['The', 'smell', 'of', 'cigarette', 'in', 'the', 'car', 'is', 'sooooo', 'strong', 'its', 'making', 'me', 'nauseous', '.', 'What', 'a', 'start', 'of', 'the', 'day', '.']","['The', 'smell', 'of', 'cigarette', 'in', 'the', 'car', 'is', 'sooooo', 'strong', 'its', 'making', 'me', 'nauseous', 'What', 'a', 'start', 'of', 'the', 'day']",the smell of cigarette in the car is sooooo strong its making me nauseous what a start of the day ,cigarette,
1.23E+18,27/02/2020,00:59:18,8,218382439,Smell my farts,['nurarfazirah'],[],[],,[],[],Singapore,"['Smell', 'my', 'farts']","['Smell', 'my', 'farts']",smell my farts,,
1.23E+18,27/02/2020,00:37:42,8,7.64E+17,Tweets you can smell https://twitter.com/Kristian_Marc/status/1232614921789034498ÌâåÊÌ¢åÛå_,[],['https://twitter.com/Kristian_Marc/status/1232614921789034498'],[],,[],[],Singapore,"['Tweets', 'you', 'can', 'smell', 'https://twitter.com/Kristian_Marc/status/1232614921789034498Ìâ', 'Ì¢', '\x80', 'å_']","['Tweets', 'you', 'can', 'smell', 'https', 'twitter', 'com', 'Kristian_Marc', 'status', '1232614921789034498Ìâ', 'Ì¢']",tweets you can smell https twitter comkristianmarcstatus1232614921789034498,,
1.23E+18,27/02/2020,00:33:37,8,202487320,when a guy wears that one cologne where all you want to do is bury your face in their chest and sniff because they smell that damn good,[],[],[],,[],[],Singapore,"['when', 'a', 'guy', 'wears', 'that', 'one', 'cologne', 'where', 'all', 'you', 'want', 'to', 'do', 'is', 'bury', 'your', 'face', 'in', 'their', 'chest', 'and', 'sniff', 'because', 'they', 'smell', 'that', 'damn', 'good']","['when', 'a', 'guy', 'wears', 'that', 'one', 'cologne', 'where', 'all', 'you', 'want', 'to', 'do', 'is', 'bury', 'your', 'face', 'in', 'their', 'chest', 'and', 'sniff', 'because', 'they', 'smell', 'that', 'damn', 'good']",when a guy wears that one cologne where all you want to do is bury your face in their chest and sniff because they smell that damn good,,
1.23E+18,27/02/2020,00:30:54,8,1.16E+18,why does my bunk smell so fucking bad holy shit,[],[],[],"East Region, Singapore",[],[],Singapore,"['why', 'does', 'my', 'bunk', 'smell', 'so', 'fucking', 'bad', 'holy', 'shit']","['why', 'does', 'my', 'bunk', 'smell', 'so', 'fucking', 'bad', 'holy', 'shit']",why does my bunk smell so fucking bad holy shit,bunk,
1.23E+18,27/02/2020,00:05:53,8,1713444535,Can smell pulut kuning w rendang daging from home.,[],[],[],,[],[],Singapore,"['Can', 'smell', 'pulut', 'kuning', 'w', 'rendang', 'daging', 'from', 'home', '.']","['Can', 'smell', 'pulut', 'kuning', 'w', 'rendang', 'daging', 'from', 'home']",can smell pulut kuning w rendang daging from home ,,
1.23E+18,26/02/2020,22:58:42,8,2395995367,WHY DOES MY NEWLY WASHED SOCKS SMELL LIKE SOME FUCKIN WET-ASS FISH MARKET,[],[],[],,[],[],Singapore,"['WHY', 'DOES', 'MY', 'NEWLY', 'WASHED', 'SOCKS', 'SMELL', 'LIKE', 'SOME', 'FUCKIN', 'WET-ASS', 'FISH', 'MARKET']","['WHY', 'DOES', 'MY', 'NEWLY', 'WASHED', 'SOCKS', 'SMELL', 'LIKE', 'SOME', 'FUCKIN', 'WET', 'ASS', 'FISH', 'MARKET']",why does my newly washed socks smell like some fuckin wet ass fish market,fuckin socks,
1.23E+18,26/02/2020,22:13:20,8,72301164,"Tonight I did 3 loads of laundry, and washed the toilet. I've missed the smell of Cif, clorox, and magiclean. But homaigaaawd Ì¡åÙå÷å_ so exhausted now. I have newfound respect for my mum and sister, and other mums.",[],[],[],,[],[],Singapore,"['Tonight', 'I', 'did', '3', 'loads', 'of', 'laundry', ',', 'and', 'washed', 'the', 'toilet', '.', ""I've"", 'missed', 'the', 'smell', 'of', 'Cif', ',', 'clorox', ',', 'and', 'magiclean', '.', 'But', 'homaigaaawd', 'Ì¡', '\x9f', '\x98', '\xad', 'so', 'exhausted', 'now', '.', 'I', 'have', 'newfound', 'respect', 'for', 'my', 'mum', 'and', 'sister', ',', 'and', 'other', 'mums', '.']","['Tonight', 'I', 'did', '3', 'loads', 'of', 'laundry', 'and', 'washed', 'the', 'toilet', 'I', 've', 'missed', 'the', 'smell', 'of', 'Cif', 'clorox', 'and', 'magiclean', 'But', 'homaigaaawd', 'Ì¡', 'so', 'exhausted', 'now', 'I', 'have', 'newfound', 'respect', 'for', 'my', 'mum', 'and', 'sister', 'and', 'other', 'mums']",tonight i did 3 loads of laundry and washed the toilet ive missed the smell of cif clorox and magiclean but homaigaaawd  so exhausted now i have newfound respect for my mum and sister and other mums ,clorox,
1.23E+18,26/02/2020,22:06:58,8,300132927,"5 faves/5 tagsColor: Teal GreenFood: UdonSong: Kitai by asaginyoScent: The fresh smell of cold air (commonly in hotel rooms and fresh sheets)Drink: Ginger Beer@FlynnShofo @knhnr @kominexd @ahjoyce @KyouMusa https://twitter.com/SanX_Dust/status/1232632862957944832ÌâåÊÌ¢åÛå_","['flynnshofo', 'knhnr', 'kominexd', 'ahjoyce', 'kyoumusa']",['https://twitter.com/SanX_Dust/status/1232632862957944832'],[],,[],[],Singapore,"['5', 'faves', '/', '5', 'tags', 'Color', ':', 'Teal', 'Green', 'Food', ':', 'Udon', 'Song', ':', 'Kitai', 'by', 'asaginyo', 'Scent', ':', 'The', 'fresh', 'smell', 'of', 'cold', 'air', '(', 'commonly', 'in', 'hotel', 'rooms', 'and', 'fresh', 'sheets', ')', 'Drink', ':', 'Ginger', 'Beer', '@FlynnShofo', '@knhnr', '@kominexd', '@ahjoyce', '@KyouMusa', 'https://twitter.com/SanX_Dust/status/1232632862957944832Ìâ', 'Ì¢', '\x80', 'å_']","['5', 'faves', '5', 'tags', 'Color', 'Teal', 'Green', 'Food', 'Udon', 'Song', 'Kitai', 'by', 'asaginyo', 'Scent', 'The', 'fresh', 'smell', 'of', 'cold', 'air', 'commonly', 'in', 'hotel', 'rooms', 'and', 'fresh', 'sheets', 'Drink', 'Ginger', 'Beer', 'FlynnShofo', 'knhnr', 'kominexd', 'ahjoyce', 'KyouMusa', 'https', 'twitter', 'com', 'SanX_Dust', 'status', '1232632862957944832Ìâ', 'Ì¢']","5 faves5 tagscolor teal greenfood udonsong kitai by asaginyoscent the fresh smell of cold air commonly in hotel rooms and fresh sheetsdrink ginger beer https twitter comsanxduststatus1232632862957944832",air  fresh,
1.23E+18,26/02/2020,21:20:51,8,1.02E+18,yk what famous amos sg SUCKS TRY MALAY ONE THE SMELL IS SO GOOD,[],[],[],,[],[],Singapore,"['yk', 'what', 'famous', 'amos', 'sg', 'SUCKS', 'TRY', 'MALAY', 'ONE', 'THE', 'SMELL', 'IS', 'SO', 'GOOD']","['yk', 'what', 'famous', 'amos', 'sg', 'SUCKS', 'TRY', 'MALAY', 'ONE', 'THE', 'SMELL', 'IS', 'SO', 'GOOD']",yk what famous amos sg sucks try malay one the smell is so good,,
1.23E+18,26/02/2020,20:42:15,8,1.05E+18,"Bro, you know you stink when I'm on another bike yet I can smell your B.O.ON THE DAMN ROAD.",[],[],[],,[],[],Singapore,"['Bro', ',', 'you', 'know', 'you', 'stink', 'when', ""I'm"", 'on', 'another', 'bike', 'yet', 'I', 'can', 'smell', 'your', 'B', '.', 'O', '.', 'ON', 'THE', 'DAMN', 'ROAD', '.']","['Bro', 'you', 'know', 'you', 'stink', 'when', 'I', 'm', 'on', 'another', 'bike', 'yet', 'I', 'can', 'smell', 'your', 'B', 'O', 'ON', 'THE', 'DAMN', 'ROAD']","bro you know you stink when im on another bike yet i can smell your b o on the damn road ",,
1.23E+18,26/02/2020,20:29:19,8,552692862,I can smell the frustration and anxiety. Whew.,['neoleofareneit'],[],[],,[],[],Singapore,"['I', 'can', 'smell', 'the', 'frustration', 'and', 'anxiety', '.', 'Whew', '.']","['I', 'can', 'smell', 'the', 'frustration', 'and', 'anxiety', 'Whew']",i can smell the frustration and anxiety whew ,,
1.23E+18,26/02/2020,20:22:55,8,1190274014,Does this bus smell like indomie or am I just hungry,[],[],[],,[],[],Singapore,"['Does', 'this', 'bus', 'smell', 'like', 'indomie', 'or', 'am', 'I', 'just', 'hungry']","['Does', 'this', 'bus', 'smell', 'like', 'indomie', 'or', 'am', 'I', 'just', 'hungry']",does this bus smell like indomie or am i just hungry,indomie bus,
1.23E+18,26/02/2020,20:07:44,8,1.17E+18,no.....i went to smell it tho Ì¡åÙåÔåÛ,['snflwrchan'],[],[],,[],[],Singapore,"['no', '...', 'i', 'went', 'to', 'smell', 'it', 'tho', 'Ì¡', '\x9f', '\x91', '\x80']","['no', 'i', 'went', 'to', 'smell', 'it', 'tho', 'Ì¡']",no i went to smell it tho ,,
1.23E+18,26/02/2020,20:00:49,8,3501475758,I like... the smell of my armpit sweat OvO,"['infernova19', 'kukukuiin', 'kominexd', 'maneggirights', 'ahjoyce']",[],[],,[],[],Singapore,"['I', 'like', '...', 'the', 'smell', 'of', 'my', 'armpit', 'sweat', 'OvO']","['I', 'like', 'the', 'smell', 'of', 'my', 'armpit', 'sweat', 'OvO']",i like the smell of my armpit sweat ovo,armpit,
1.23E+18,26/02/2020,19:29:45,8,7.37E+17,I fart smell like burger ramly,[],[],[],,[],[],Singapore,"['I', 'fart', 'smell', 'like', 'burger', 'ramly']","['I', 'fart', 'smell', 'like', 'burger', 'ramly']",i fart smell like burger ramly,fart,
