id,date,time,timezone,user_id,tweet,mentions,urls,hashtags,place,photos,hashtags.1,near,tweets_tokens,word_only_tokens,processed_tweets,triggers,triggers2,triggers3,all_triggers,potential_locations,LOC
1.23296E+18,27/02/2020,17:43:39,8,7.79879E+17,survived a 40 mins train ride next to a lady holding on to a large large bag of corriander and itÃ¢Â€Â™s corriander smell. i like corriander.,[],[],[],,[],[],Singapore,"['Survived', 'a', '40', 'mins', 'train', 'ride', 'next', 'to', 'a', 'lady', 'holding', 'on', 'to', 'a', 'large', 'large', 'bag', 'of', 'corriander', 'and', 'itÃ¢', '\x80', '\x99', 's', 'corriander', 'smell', '.', 'I', 'like', 'corriander', '.']","['Survived', 'a', '40', 'mins', 'train', 'ride', 'next', 'to', 'a', 'lady', 'holding', 'on', 'to', 'a', 'large', 'large', 'bag', 'of', 'corriander', 'and', 'itÃ¢', 's', 'corriander', 'smell', 'I', 'like', 'corriander']",survived a 40 mins train ride next to a lady holding on to a large large bag of corriander and its corriander smell i like corriander ,,,corriander ,corriander,,
1.23295E+18,27/02/2020,16:45:32,8,1602271182,"in terms of smell-to-taste, i think 7e's coffee is the most consistent. what you smell is what you taste. latte lah. pergi cafe mahal kdg2 bau mahal tapi bila taste tak sesedap bau Ã°ÂŸÂ™Â_",[],[],[],,[],[],Singapore,"['in', 'terms', 'of', 'smell-to-taste', ',', 'i', 'think', '7E', ""'"", 's', 'coffee', 'is', 'the', 'most', 'consistent', '.', 'What', 'you', 'smell', 'is', 'what', 'you', 'taste', '.', 'Latte', 'lah', '.', 'Pergi', 'cafe', 'mahal', 'kdg', '2', 'bau', 'mahal', 'tapi', 'bila', 'taste', 'tak', 'sesedap', 'bau', 'Ã°', '\x9f', '\x99', '\x8a']","['in', 'terms', 'of', 'smell', 'to', 'taste', 'i', 'think', '7E', 's', 'coffee', 'is', 'the', 'most', 'consistent', 'What', 'you', 'smell', 'is', 'what', 'you', 'taste', 'Latte', 'lah', 'Pergi', 'cafe', 'mahal', 'kdg2', 'bau', 'mahal', 'tapi', 'bila', 'taste', 'tak', 'sesedap', 'bau', 'Ã°']",in terms of smell to taste i think 7es coffee is the most consistent what you smell is what you taste latte lah pergi cafe mahal kdg2 bau mahal tapi bila taste tak sesedap bau ,,,,,,
1.23294E+18,27/02/2020,16:25:46,8,2384629896,"Ã¢Â€Âœthe thing about bad boys turned good boys is that weÃ¢Â€Â™ve been through it all. and we can smell bullshit miles away, but a good thing being humble goes a long way. so we pretend to not know and go with the flow.Ã¢Â€Âù Ã°ÂŸÂ_Â“",[],[],[],,[],[],Singapore,"['Ã¢', '\x80', '\x9c', 'The', 'thing', 'about', 'bad', 'boys', 'turned', 'good', 'boys', 'is', 'that', 'weÃ¢', '\x80', '\x99', 've', 'been', 'through', 'it', 'ALL', '.', 'And', 'we', 'can', 'smell', 'bullshit', 'miles', 'away', ',', 'but', 'a', 'good', 'thing', 'being', 'humble', 'goes', 'a', 'long', 'way', '.', 'So', 'we', 'pretend', 'to', 'not', 'know', 'and', 'go', 'with', 'the', 'flow', '.', 'Ã¢', '\x80', '\x9d', 'Ã°', '\x9f', 'Â_', '\x93']","['Ã¢', 'The', 'thing', 'about', 'bad', 'boys', 'turned', 'good', 'boys', 'is', 'that', 'weÃ¢', 've', 'been', 'through', 'it', 'ALL', 'And', 'we', 'can', 'smell', 'bullshit', 'miles', 'away', 'but', 'a', 'good', 'thing', 'being', 'humble', 'goes', 'a', 'long', 'way', 'So', 'we', 'pretend', 'to', 'not', 'know', 'and', 'go', 'with', 'the', 'flow', 'Ã¢', 'Ã°']",the thing about bad boys turned good boys is that weve been through it all and we can smell bullshit miles away but a good thing being humble goes a long way so we pretend to not know and go with the flow  ,,,,,,
1.23293E+18,27/02/2020,15:28:30,8,1.1449E+18,how are you wearing a mask and i can still smell your stinky ass breath,[],[],[],,[],[],Singapore,"['HOW', 'ARE', 'YOU', 'WEARING', 'A', 'MASK', 'AND', 'I', 'CAN', 'STILL', 'SMELL', 'YOUR', 'STINKY', 'ASS', 'BREATH']","['HOW', 'ARE', 'YOU', 'WEARING', 'A', 'MASK', 'AND', 'I', 'CAN', 'STILL', 'SMELL', 'YOUR', 'STINKY', 'ASS', 'BREATH']",how are you wearing a mask and i can still smell your stinky ass breath,,,,,,
1.23292E+18,27/02/2020,14:56:35,8,384445949,itÃ¢Â€Â™s supposed to smell...fruity? i dunno i just chuck her duck treats in but sheÃ¢Â€Â™s a bit blur sometimes,['sarahcoldheart'],[],[],,[],[],Singapore,"['ItÃ¢', '\x80', '\x99', 's', 'supposed', 'to', 'smell', '...', 'fruity', '?', 'I', 'dunno', 'I', 'just', 'chuck', 'her', 'duck', 'treats', 'in', 'but', 'sheÃ¢', '\x80', '\x99', 's', 'a', 'bit', 'blur', 'sometimes']","['ItÃ¢', 's', 'supposed', 'to', 'smell', 'fruity', 'I', 'dunno', 'I', 'just', 'chuck', 'her', 'duck', 'treats', 'in', 'but', 'sheÃ¢', 's', 'a', 'bit', 'blur', 'sometimes']",its supposed to smell fruity i dunno i just chuck her duck treats in but shes a bit blur sometimes,,,,,,
1.23292E+18,27/02/2020,14:43:34,8,633757996,the smell of thinner is fucking me up bruh....,[],[],[],,[],[],Singapore,"['the', 'smell', 'of', 'thinner', 'is', 'fucking', 'me', 'up', 'bruh', '...']","['the', 'smell', 'of', 'thinner', 'is', 'fucking', 'me', 'up', 'bruh']",the smell of thinner is fucking me up bruh ,thinner,,,thinner,,
1.2329E+18,27/02/2020,13:39:33,8,370671925,the second mv for on... i smell a storyline...,[],[],[],,[],[],Singapore,"['The', 'second', 'mv', 'for', 'on', '...', 'i', 'smell', 'a', 'storyline', '...']","['The', 'second', 'mv', 'for', 'on', 'i', 'smell', 'a', 'storyline']",the second mv for on i smell a storyline ,,,,,,
1.23287E+18,27/02/2020,11:46:30,8,3310337822,someone is playing that daoko anime song on the piano at school. i smell weeb w,[],[],[],,[],[],Singapore,"['Someone', 'is', 'playing', 'That', 'Daoko', 'Anime', 'song', 'on', 'the', 'piano', 'at', 'school', '.', 'I', 'smell', 'weeb', 'w']","['Someone', 'is', 'playing', 'That', 'Daoko', 'Anime', 'song', 'on', 'the', 'piano', 'at', 'school', 'I', 'smell', 'weeb', 'w']",someone is playing that daoko anime song on the piano at school i smell weeb w,,,,,,
1.23285E+18,27/02/2020,10:00:05,8,206115099,you will smell your pot being burnt.,"['medicalhacked', 'unreveaisecrets']",[],[],,[],[],Singapore,"['You', 'will', 'smell', 'your', 'pot', 'being', 'burnt', '.']","['You', 'will', 'smell', 'your', 'pot', 'being', 'burnt']",you will smell your pot being burnt ,,,,,,
1.23284E+18,27/02/2020,09:19:48,8,1.07435E+18,"i love the smell of the womanÃ¢Â€Â™s toilet in the morning. bau shampoo, perfume lah.",[],[],[],,[],[],Singapore,"['I', 'love', 'the', 'smell', 'of', 'the', 'womanÃ¢', '\x80', '\x99', 's', 'toilet', 'in', 'the', 'morning', '.', 'Bau', 'shampoo', ',', 'perfume', 'lah', '.']","['I', 'love', 'the', 'smell', 'of', 'the', 'womanÃ¢', 's', 'toilet', 'in', 'the', 'morning', 'Bau', 'shampoo', 'perfume', 'lah']",i love the smell of the womans toilet in the morning bau shampoo perfume lah ,womans,,,womans,,
1.23281E+18,27/02/2020,07:25:56,8,2325195296,"idk how many ppl iÃ¢Â€Â™ve annoyed with the smell of my serai wangi Ã°ÂŸÂ˜Â†Ã°ÂŸÂ™Â_itÃ¢Â€Â™s still better than bad breath / bau ketiak hamis.",[],[],[],"North Region, Singapore",[],[],Singapore,"['Idk', 'how', 'many', 'ppl', 'IÃ¢', '\x80', '\x99', 've', 'annoyed', 'with', 'the', 'smell', 'of', 'my', 'serai', 'wangi', 'Ã°', '\x9f', '\x98', '\x86', 'Ã°', '\x9f', '\x99', '\x8a', 'ItÃ¢', '\x80', '\x99', 's', 'still', 'better', 'than', 'bad', 'breath', '/', 'bau', 'ketiak', 'hamis', '.']","['Idk', 'how', 'many', 'ppl', 'IÃ¢', 've', 'annoyed', 'with', 'the', 'smell', 'of', 'my', 'serai', 'wangi', 'Ã°', 'Ã°', 'ItÃ¢', 's', 'still', 'better', 'than', 'bad', 'breath', 'bau', 'ketiak', 'hamis']","idk how many ppl ive annoyed with the smell of my serai wangi its still better than bad breath  bau ketiak hamis ",serai,,,serai,,
1.2328E+18,27/02/2020,06:58:04,8,376896591,14mins to reach my workplace. i buay tahan already with the full blast aircon and closed windows. i probably smell like an ashtray.,[],[],[],,[],[],Singapore,"['14mins', 'to', 'reach', 'my', 'workplace', '.', 'I', 'buay', 'tahan', 'already', 'with', 'the', 'full', 'blast', 'aircon', 'and', 'closed', 'windows', '.', 'I', 'probably', 'smell', 'like', 'an', 'ashtray', '.']","['14mins', 'to', 'reach', 'my', 'workplace', 'I', 'buay', 'tahan', 'already', 'with', 'the', 'full', 'blast', 'aircon', 'and', 'closed', 'windows', 'I', 'probably', 'smell', 'like', 'an', 'ashtray']",14mins to reach my workplace i buay tahan already with the full blast aircon and closed windows i probably smell like an ashtray ,,ashtray,,ashtray,,
1.2328E+18,27/02/2020,06:53:46,8,376896591,the smell of cigarette in the car is sooooo strong its making me nauseous. what a start of the day.,[],[],[],,[],[],Singapore,"['The', 'smell', 'of', 'cigarette', 'in', 'the', 'car', 'is', 'sooooo', 'strong', 'its', 'making', 'me', 'nauseous', '.', 'What', 'a', 'start', 'of', 'the', 'day', '.']","['The', 'smell', 'of', 'cigarette', 'in', 'the', 'car', 'is', 'sooooo', 'strong', 'its', 'making', 'me', 'nauseous', 'What', 'a', 'start', 'of', 'the', 'day']",the smell of cigarette in the car is sooooo strong its making me nauseous what a start of the day ,cigarette,,,cigarette,,
1.23271E+18,27/02/2020,00:59:18,8,218382439,smell my farts,['nurarfazirah'],[],[],,[],[],Singapore,"['Smell', 'my', 'farts']","['Smell', 'my', 'farts']",smell my farts,,,,,,
1.23271E+18,27/02/2020,00:37:42,8,7.6394E+17,tweets you can smell https://twitter.com/kristian_marc/status/1232614921789034498Ã¢Â Ã¢Â€Â_,[],['https://twitter.com/Kristian_Marc/status/1232614921789034498'],[],,[],[],Singapore,"['Tweets', 'you', 'can', 'smell', 'https://twitter.com/Kristian_Marc/status/1232614921789034498Ã‚', 'Ã¢', '\x80', 'Â_']","['Tweets', 'you', 'can', 'smell', 'https', 'twitter', 'com', 'Kristian_Marc', 'status', '1232614921789034498Ã‚', 'Ã¢']",tweets you can smell https twitter comkristianmarcstatus1232614921789034498,,,,,,
1.23271E+18,27/02/2020,00:33:37,8,202487320,when a guy wears that one cologne where all you want to do is bury your face in their chest and sniff because they smell that damn good,[],[],[],,[],[],Singapore,"['when', 'a', 'guy', 'wears', 'that', 'one', 'cologne', 'where', 'all', 'you', 'want', 'to', 'do', 'is', 'bury', 'your', 'face', 'in', 'their', 'chest', 'and', 'sniff', 'because', 'they', 'smell', 'that', 'damn', 'good']","['when', 'a', 'guy', 'wears', 'that', 'one', 'cologne', 'where', 'all', 'you', 'want', 'to', 'do', 'is', 'bury', 'your', 'face', 'in', 'their', 'chest', 'and', 'sniff', 'because', 'they', 'smell', 'that', 'damn', 'good']",when a guy wears that one cologne where all you want to do is bury your face in their chest and sniff because they smell that damn good,,,,,,
1.2327E+18,27/02/2020,00:30:54,8,1.15795E+18,why does my bunk smell so fucking bad holy shit,[],[],[],"East Region, Singapore",[],[],Singapore,"['why', 'does', 'my', 'bunk', 'smell', 'so', 'fucking', 'bad', 'holy', 'shit']","['why', 'does', 'my', 'bunk', 'smell', 'so', 'fucking', 'bad', 'holy', 'shit']",why does my bunk smell so fucking bad holy shit,,,bunk ,bunk,,
1.2327E+18,27/02/2020,00:05:53,8,1713444535,can smell pulut kuning w rendang daging from home.,[],[],[],,[],[],Singapore,"['Can', 'smell', 'pulut', 'kuning', 'w', 'rendang', 'daging', 'from', 'home', '.']","['Can', 'smell', 'pulut', 'kuning', 'w', 'rendang', 'daging', 'from', 'home']",can smell pulut kuning w rendang daging from home ,,,,,,
1.23268E+18,26/02/2020,22:58:42,8,2395995367,why does my newly washed socks smell like some fuckin wet-ass fish market,[],[],[],,[],[],Singapore,"['WHY', 'DOES', 'MY', 'NEWLY', 'WASHED', 'SOCKS', 'SMELL', 'LIKE', 'SOME', 'FUCKIN', 'WET-ASS', 'FISH', 'MARKET']","['WHY', 'DOES', 'MY', 'NEWLY', 'WASHED', 'SOCKS', 'SMELL', 'LIKE', 'SOME', 'FUCKIN', 'WET', 'ASS', 'FISH', 'MARKET']",why does my newly washed socks smell like some fuckin wet ass fish market,,fuckin,socks ,fuckin socks,,
1.23267E+18,26/02/2020,22:13:20,8,72301164,"tonight i did 3 loads of laundry, and washed the toilet. i've missed the smell of cif, clorox, and magiclean. but homaigaaawd Ã°ÂŸÂ˜Â_ so exhausted now. i have newfound respect for my mum and sister, and other mums.",[],[],[],,[],[],Singapore,"['Tonight', 'I', 'did', '3', 'loads', 'of', 'laundry', ',', 'and', 'washed', 'the', 'toilet', '.', ""I've"", 'missed', 'the', 'smell', 'of', 'Cif', ',', 'clorox', ',', 'and', 'magiclean', '.', 'But', 'homaigaaawd', 'Ã°', '\x9f', '\x98', '\xad', 'so', 'exhausted', 'now', '.', 'I', 'have', 'newfound', 'respect', 'for', 'my', 'mum', 'and', 'sister', ',', 'and', 'other', 'mums', '.']","['Tonight', 'I', 'did', '3', 'loads', 'of', 'laundry', 'and', 'washed', 'the', 'toilet', 'I', 've', 'missed', 'the', 'smell', 'of', 'Cif', 'clorox', 'and', 'magiclean', 'But', 'homaigaaawd', 'Ã°', 'so', 'exhausted', 'now', 'I', 'have', 'newfound', 'respect', 'for', 'my', 'mum', 'and', 'sister', 'and', 'other', 'mums']",tonight i did 3 loads of laundry and washed the toilet ive missed the smell of cif clorox and magiclean but homaigaaawd  so exhausted now i have newfound respect for my mum and sister and other mums ,clorox,,,clorox,,
1.23267E+18,26/02/2020,22:06:58,8,300132927,"5 faves/5 tagscolor: teal greenfood: udonsong: kitai by asaginyoscent: the fresh smell of cold air (commonly in hotel rooms and fresh sheets)drink: ginger beer@flynnshofo @knhnr @kominexd @ahjoyce @kyoumusa https://twitter.com/sanx_dust/status/1232632862957944832Ã¢Â Ã¢Â€Â_","['flynnshofo', 'knhnr', 'kominexd', 'ahjoyce', 'kyoumusa']",['https://twitter.com/SanX_Dust/status/1232632862957944832'],[],,[],[],Singapore,"['5', 'faves', '/', '5', 'tags', 'Color', ':', 'Teal', 'Green', 'Food', ':', 'Udon', 'Song', ':', 'Kitai', 'by', 'asaginyo', 'Scent', ':', 'The', 'fresh', 'smell', 'of', 'cold', 'air', '(', 'commonly', 'in', 'hotel', 'rooms', 'and', 'fresh', 'sheets', ')', 'Drink', ':', 'Ginger', 'Beer', '@FlynnShofo', '@knhnr', '@kominexd', '@ahjoyce', '@KyouMusa', 'https://twitter.com/SanX_Dust/status/1232632862957944832Ã‚', 'Ã¢', '\x80', 'Â_']","['5', 'faves', '5', 'tags', 'Color', 'Teal', 'Green', 'Food', 'Udon', 'Song', 'Kitai', 'by', 'asaginyo', 'Scent', 'The', 'fresh', 'smell', 'of', 'cold', 'air', 'commonly', 'in', 'hotel', 'rooms', 'and', 'fresh', 'sheets', 'Drink', 'Ginger', 'Beer', 'FlynnShofo', 'knhnr', 'kominexd', 'ahjoyce', 'KyouMusa', 'https', 'twitter', 'com', 'SanX_Dust', 'status', '1232632862957944832Ã‚', 'Ã¢']","5 faves5 tagscolor teal greenfood udonsong kitai by asaginyoscent the fresh smell of cold air commonly in hotel rooms and fresh sheetsdrink ginger beer https twitter comsanxduststatus1232632862957944832",air,,fresh ,air  fresh,FlynnShofo ,
1.23266E+18,26/02/2020,21:20:51,8,1.01563E+18,yk what famous amos sg sucks try malay one the smell is so good,[],[],[],,[],[],Singapore,"['yk', 'what', 'famous', 'amos', 'sg', 'SUCKS', 'TRY', 'MALAY', 'ONE', 'THE', 'SMELL', 'IS', 'SO', 'GOOD']","['yk', 'what', 'famous', 'amos', 'sg', 'SUCKS', 'TRY', 'MALAY', 'ONE', 'THE', 'SMELL', 'IS', 'SO', 'GOOD']",yk what famous amos sg sucks try malay one the smell is so good,,,,,,
1.23265E+18,26/02/2020,20:42:15,8,1.04771E+18,"bro, you know you stink when i'm on another bike yet i can smell your b.o.on the damn road.",[],[],[],,[],[],Singapore,"['Bro', ',', 'you', 'know', 'you', 'stink', 'when', ""I'm"", 'on', 'another', 'bike', 'yet', 'I', 'can', 'smell', 'your', 'B', '.', 'O', '.', 'ON', 'THE', 'DAMN', 'ROAD', '.']","['Bro', 'you', 'know', 'you', 'stink', 'when', 'I', 'm', 'on', 'another', 'bike', 'yet', 'I', 'can', 'smell', 'your', 'B', 'O', 'ON', 'THE', 'DAMN', 'ROAD']","bro you know you stink when im on another bike yet i can smell your b o on the damn road ",,,,,,
1.23264E+18,26/02/2020,20:29:19,8,552692862,i can smell the frustration and anxiety. whew.,['neoleofareneit'],[],[],,[],[],Singapore,"['I', 'can', 'smell', 'the', 'frustration', 'and', 'anxiety', '.', 'Whew', '.']","['I', 'can', 'smell', 'the', 'frustration', 'and', 'anxiety', 'Whew']",i can smell the frustration and anxiety whew ,,,,,,
1.23264E+18,26/02/2020,20:22:55,8,1190274014,does this bus smell like indomie or am i just hungry,[],[],[],,[],[],Singapore,"['Does', 'this', 'bus', 'smell', 'like', 'indomie', 'or', 'am', 'I', 'just', 'hungry']","['Does', 'this', 'bus', 'smell', 'like', 'indomie', 'or', 'am', 'I', 'just', 'hungry']",does this bus smell like indomie or am i just hungry,,indomie,bus ,indomie bus,,
1.23264E+18,26/02/2020,20:07:44,8,1.16881E+18,no.....i went to smell it tho Ã°ÂŸÂ‘Â€,['snflwrchan'],[],[],,[],[],Singapore,"['no', '...', 'i', 'went', 'to', 'smell', 'it', 'tho', 'Ã°', '\x9f', '\x91', '\x80']","['no', 'i', 'went', 'to', 'smell', 'it', 'tho', 'Ã°']",no i went to smell it tho ,,,,,,
1.23264E+18,26/02/2020,20:00:49,8,3501475758,i like... the smell of my armpit sweat ovo,"['infernova19', 'kukukuiin', 'kominexd', 'maneggirights', 'ahjoyce']",[],[],,[],[],Singapore,"['I', 'like', '...', 'the', 'smell', 'of', 'my', 'armpit', 'sweat', 'OvO']","['I', 'like', 'the', 'smell', 'of', 'my', 'armpit', 'sweat', 'OvO']",i like the smell of my armpit sweat ovo,armpit,,,armpit,,
1.23263E+18,26/02/2020,19:29:45,8,7.36889E+17,i fart smell like burger ramly,[],[],[],,[],[],Singapore,"['I', 'fart', 'smell', 'like', 'burger', 'ramly']","['I', 'fart', 'smell', 'like', 'burger', 'ramly']",i fart smell like burger ramly,,,fart ,fart,,
